scaffold1,scaffold2,connections
1676,1956,2
1986,38452,2
11495,37535,2
28494,57026,9
18036,57136,4
1458,3602,3
155,62506,2
104076,9544,3
128811,1290,2
10348,2063,2
41814,56052,3
116779,1594,19
10081,6321,2
15,30316,16
109524,38632,2
39980,93135,2
35900,95452,3
20293,6101,2
14991,26402,2
121785,22487,8
115027,13160,45
16005,63251,10
129,372,2
19206,47166,4
2917,5971,2
16397,4240,3
13513,34615,3
4842,63100,3
103936,18584,2
36443,74495,2
18476,49084,4
18507,22373,2
104076,25968,2
19797,75178,3
37896,50478,3
21327,55294,11
38985,9325,2
127571,8,30
37661,5523,12
33058,4345,3
31109,53847,3
2940,726,6
40203,54792,4
2105,22426,16
10222,37420,4
1068,94816,13
18535,32585,2
31202,42165,2
2216,83067,4
31907,67044,2
33435,9517,5
217,553,2
47168,97895,6
7888,8807,4
19638,64997,2
119322,25359,5
1226,981,2
2190,28584,2
2874,87638,4
4246,82445,2
3193,6029,2
134921,32990,30
33095,57027,4
79540,91276,2
1137,4618,12
13761,33093,2
84782,8662,3
1357,5806,2
1360,6968,2
115901,63864,2
43839,48150,2
45485,87949,2
12889,13034,2
14796,41688,2
10,74987,15
18740,4194,2
19487,32149,4
11117,56389,2
20065,892,5
1448,9716,2
116971,34977,4
112140,28530,3
21891,43868,2
14889,17377,5
13047,22653,2
97628,9779,2
4158,87431,3
107876,48462,3
15055,17235,2
1177,72846,4
11138,46,138
14378,58848,10
33257,5035,2
2910,5625,2
2895,67194,7
261,99209,455
2228,375,6
17097,18974,2
11501,2125,2
1158,2549,3
101126,4788,8
120229,90717,4
131156,63382,2
3328,7264,4
118425,3695,5
45073,75584,4
3993,5192,3
20534,84541,7
1430,32988,2
19076,40024,2
10806,37931,3
12170,9898,2
662,72210,7
55300,94342,2
17283,67554,6
106363,128,2
16731,524,2
362,441,2
22618,51695,6
107730,12159,4
1690,3063,6
20293,91418,2
28802,80570,3
119123,1402,2
14202,95716,2
407,484,6
6871,7306,2
111195,11699,2
34651,40961,3
3951,42725,3
10049,14902,2
24116,87763,2
1328,7777,7
2019,45391,113
100846,3304,3
453,52709,2
36668,98806,2
4511,7135,2
2926,8516,3
108324,3216,4
41785,7754,2
1568,782,2
10872,997,3
101126,1189,2
10509,6327,7
5095,70982,3
40757,82445,7
46921,90598,2
16116,3866,2
41206,97503,5
12733,36503,2
338,87863,6
1369,19342,6
14520,178,6
1997,5494,2
15573,407,7
2581,69909,18
55841,67975,8
104075,6135,12
105121,41519,7
1156,49611,7
30391,877,2
2584,51696,4
38707,42400,4
11006,4036,16
27684,6604,2
116236,88186,2
11527,73192,10
81058,86055,7
121405,5597,15
520,74646,7
2217,36039,3
104540,48462,5
21589,80170,4
29096,8293,3
10763,28351,8
43997,73456,8
1002,137,2
31311,5143,6
37660,58513,2
10102,2128,9
70760,8550,2
37420,3982,4
23836,26273,9
15080,17262,2
239,294,10
51804,67975,2
110167,121785,2
30602,4839,2
4868,87868,2
102,184,2
30882,677,2
1431,261,2
101004,65646,14
121407,88750,5
133344,25452,5
360,54957,16
15697,488,2
127367,2865,3
2666,636,2
17,66395,5
10846,111018,6
1697,84540,17
38514,49749,2
12531,8985,4
32382,48744,6
3444,80571,5
180,69909,381
55574,67847,2
28100,5030,2
58282,94691,62
4796,57724,14
1477,4994,11
2130,75172,2
121423,21522,2
19715,7818,2
37,440,2
3734,97121,7
11623,97121,2
42659,88873,5
32988,8762,12
11603,71457,4
20738,94224,3
241,74828,36
101125,8266,60
114,975,6
25803,7219,6
130111,9010,3
18520,8879,2
23416,43271,2
11841,31657,7
11289,4144,2
1650,2114,3
15582,3620,2
129897,20007,2
1736,7492,9
19459,4303,10
1014,248,30
125,42969,6
52876,64373,2
3973,9121,2
20176,38959,2
1995,72935,28
11623,1874,24
131356,4218,20
1870,79436,8
113345,17546,6
101134,26231,2
20690,93246,5
115752,16319,2
112002,5184,5
11456,121,234
551,62506,16
1115,30426,9
24834,58803,2
110474,2895,39
1332,2436,2
5867,72845,2
103,13554,2
113683,24189,6
3779,67975,62
108322,41716,2
121785,127780,4
20210,47418,2
5920,5920,5
1116,3302,5
2557,72372,2
5134,51461,5
31218,51461,2
19206,7837,14
34059,84780,5
1713,27213,4
14039,36117,2
74739,97898,7
58796,87951,4
34429,58972,2
2378,9126,3
3978,6446,3
23123,69516,2
5597,6718,8
6695,81622,3
67851,69341,2
1753,4065,5
2034,30367,5
110474,63445,9
37843,8050,2
57200,91913,2
69341,76553,2
15789,66397,2
2237,7537,2
12899,60831,4
3674,9449,4
43271,58089,2
102270,22841,2
74753,95819,2
15511,1607,14
12525,23769,3
2295,568,2
26804,97911,2
56548,88070,3
25655,62709,2
2445,3100,5
104539,1930,27
24861,3825,2
12064,1922,2
107443,55065,2
3655,95585,3
17807,9484,7
50731,7962,2
10222,57509,3
1640,627,5
58681,7933,2
2238,95069,5
7653,9656,3
10190,18963,2
130532,18763,2
117697,6550,2
523,7048,2
310,99209,883
19127,2679,2
12540,12700,4
24844,86275,4
18312,9632,2
22946,55468,6
148,1872,3
110840,97895,5
52709,772,24
1210,5162,7
33177,80373,2
3763,87951,3
39980,7465,2
15514,34086,2
11456,19342,2
23998,7639,2
10789,6364,2
14587,70981,4
34059,42165,4
15341,59981,6
16227,7493,2
24298,46192,2
115752,23083,10
103158,99209,62
20557,33278,5
15722,38613,5
100161,62214,5
112143,93748,2
1622,1659,2
13482,51461,3
622,628,4
1037,407,5
12758,31157,4
27752,3622,2
5200,54168,2
27718,28740,5
11675,8147,8
19110,3106,2
67975,81624,4
126135,94562,16
21993,70138,17
32585,67975,6
20047,2644,2
4685,78374,3
1318,83273,2
303,807,3
174,25505,6
42167,7622,2
2,9134,8
131786,39660,12
8,95939,25
3070,5877,2
17657,3653,5
119124,72133,2
111845,55522,2
119,21760,15
114677,44044,6
2950,931,8
91042,937,7
5676,893,2
2145,50297,3
226,394,2
1486,160,2
12442,18203,3
9068,908,2
11739,6069,2
25122,74828,22
23203,559,3
122932,26881,2
372,72210,5
34691,5322,2
19515,94224,3
121405,6718,25
25224,25326,22
21558,67975,2
29348,3034,2
23220,26658,2
2023,92403,5
106658,62898,2
41413,7219,13
11055,2615,2
185,99209,7
24132,49029,2
1673,96588,6
10872,56232,11
1335,64550,2
131154,25709,6
5162,58083,2
22340,7191,2
4886,87951,5
493,57667,3
133344,5209,6
1765,25505,4
35336,38514,6
1367,82654,2
17582,3213,2
10872,8106,10
3734,97118,6
3236,65369,9
29819,50389,2
3478,5980,2
52778,7972,2
2998,6957,2
22201,38937,2
10601,1126,10
1205,29148,3
10972,47377,9
1972,8516,2
49611,6939,5
15850,6597,55
312,59611,10
24674,41981,2
1944,8357,2
15405,70760,6
90819,95595,6
14394,72863,6
42725,58454,11
26871,5259,2
1021,91411,2
20897,7789,2
21328,49470,2
45251,59147,2
119123,366,19
34453,9762,2
21987,34181,2
1325,228,5
101533,93503,2
1812,1922,5
148,30316,2
15787,72298,8
25739,3636,2
36388,94941,4
4380,5379,2
11900,5456,2
14140,5627,13
22096,37322,2
45280,492,2
102412,312,52
2105,47266,3
410,73704,4
25326,87431,2
2965,83490,3
42188,5290,5
22926,66672,7
23451,30298,2
3349,4945,2
123966,29547,2
56980,74169,4
11666,473,5
133,18,15
24329,35816,4
83274,8714,7
34239,63250,7
118768,90811,2
124,72210,12
112492,20325,2
21761,69577,25
103454,36578,5
35244,9058,4
27293,45036,3
23872,7856,2
6190,6569,3
11096,6062,2
54272,59448,6
133344,1671,4
33614,94562,3
103158,19342,231
1538,30003,7
100988,18747,2
17214,52815,2
1513,780,6
522,996,37
11820,72935,17
118,242,4
3362,71536,2
17164,4716,6
24065,60472,3
261,45280,5
19810,7974,2
110474,67194,4
108024,29917,4
1116,119850,4
115027,18218,4
16288,39400,3
17280,21993,9
220,689,3
111522,12314,2
29266,73274,4
18873,95069,7
15850,4695,2
15093,16171,2
2628,71,10
35636,51634,4
53527,67554,2
50736,8950,2
131356,1472,9
13624,3162,14
23162,29367,2
1399,1738,2
21,707,9
14722,18008,11
32015,6621,7
590,6647,9
116978,8183,2
20820,43301,8
7869,87762,9
19695,71311,2
3765,68689,2
28530,81624,5
37080,81452,7
116415,68755,10
16210,31946,11
2400,8433,2
16884,772,9
2559,5051,2
4755,88975,5
67690,7648,2
23471,2766,2
1944,4300,4
1032,38903,4
13127,15813,4
18038,65763,2
27193,32989,4
13624,791,2
16855,43636,8
59306,94692,12
10195,98,5
111996,53962,2
16041,18300,2
10136,82182,9
2388,52709,42
115030,54055,6
18500,48749,3
18497,46156,2
24518,62436,2
12262,4029,2
34162,58340,2
103158,138,2
2597,46026,3
21784,67975,2
22913,85103,2
15222,69676,107
46279,5567,2
118961,69753,5
5470,80751,2
11456,138,12
2860,72935,28
13548,18025,2
1789,4302,2
40767,72130,3
3991,51839,44
2394,5347,7
24217,3058,2
62709,92780,2
16007,91914,2
19567,64674,2
18934,62148,13
103032,90232,9
25835,28530,5
34444,36856,2
16981,2453,2
23193,86755,5
2895,535,10
35872,66342,2
18447,18924,2
13592,23416,3
5090,59191,4
1948,99473,2
482,82961,5
73636,97645,2
10435,622,7
104076,6886,6
13206,15307,2
67975,9048,4
19545,2104,2
109836,13112,6
104075,4905,5
21071,32989,3
443,73193,7
37662,70516,13
40896,52712,2
22180,65564,3
106363,226,39
35677,46645,2
3,3,53
132425,28455,7
103031,42804,2
130520,17225,3
127980,19058,16
10133,11488,2
104387,32585,2
107588,8054,2
1428,3389,5
112506,5513,3
2471,57668,6
14318,73196,3
1011,58733,34
62901,87864,2
73944,9199,3
44738,82968,4
1483,4470,3
121410,72784,2
19606,27129,2
36274,71457,2
15381,7077,2
4318,98808,2
19342,823,313
451,9813,2
2149,96588,4
10135,6718,3
102412,4268,9
27486,3371,2
389,84,2
12414,20251,5
31408,68121,2
553,60333,15
32299,92402,2
27590,52288,12
17282,17530,2
127571,376,33
22913,53222,7
15110,6985,2
49670,8849,2
29701,62154,5
28494,56975,3
11138,19,117
6073,6285,4
11460,901,3
103,99,19
27810,6781,2
3195,36273,7
12169,44375,3
106036,835,6
15559,451,2
123568,80265,3
19293,44375,2
26635,65989,2
1558,23034,3
45067,5311,4
19845,612,2
20689,93246,10
15341,18492,14
3613,88188,3
3318,8985,21
15334,80,2
44460,7589,2
18570,39521,2
12841,58733,5
46427,86179,8
49994,55156,3
14075,2672,12
45004,87642,5
13141,71810,2
2141,5286,3
8286,87763,7
41716,603,14
15114,15114,2
77810,88194,2
50675,59803,2
105258,25929,2
1002,11456,234
17635,40840,2
16733,1851,2
1900,74331,6
105116,17362,12
31382,74396,12
58966,73118,2
219,291,4
33951,77531,4
1155,6761,5
126352,70138,3
47341,6334,6
137,45391,123
22020,38245,2
216,4036,5
127160,13,44
52869,9544,2
78301,91681,2
42291,64081,7
7371,74571,20
38,62506,102
133779,73192,22
80002,935,4
30316,66056,19
3456,8538,3
186,79,7
88861,9867,2
28850,36387,4
27937,74646,2
8357,99472,6
14841,541,2
11854,80480,2
2858,4078,2
15297,21524,2
22913,56781,5
28740,5890,8
126774,88187,6
60333,846,26
11709,35180,3
2290,78766,4
401,59729,15
32215,56823,2
12699,5347,7
108172,125945,2
11856,211,2
103312,22628,3
43085,87762,15
15490,77711,3
131154,79432,2
54168,5597,3
1514,84326,3
8807,96588,10
3899,4797,2
74482,84887,8
15850,1726,7
31315,3229,7
20621,2945,14
66817,82078,8
1738,47562,9
45248,88198,2
57724,745,13
128180,17452,5
108162,42683,3
4450,69346,2
11082,12168,2
103158,1642,2
124742,46645,4
101388,151,14
123753,79175,6
22402,23960,2
14728,7571,2
12400,68932,6
3195,41036,11
10679,11180,2
106211,35161,6
15733,46239,7
28528,69682,8
18176,27684,2
11456,6914,2
1026,72692,24
100989,116779,2
12603,24902,3
139,82444,12
11209,38444,3
45073,50478,2
29136,97632,2
63735,83603,2
14018,57434,2
1643,4368,4
13898,5229,8
6846,71374,3
24677,59381,4
10817,49074,3
21012,40549,2
1237,6989,2
126773,14828,2
66457,99759,4
16622,6537,3
108160,1803,2
29,499,9
2929,93506,3
4387,68536,5
41319,87091,5
109071,45765,3
27299,7158,6
22371,45359,3
1999,4438,2
130111,57083,6
3086,64549,12
2391,8778,3
52876,70468,3
410,54272,2
31581,8876,2
133800,56331,4
16884,5765,32
42693,7091,2
209,2628,4
24308,7950,2
1068,366,12
21735,87,2
1691,9212,3
100444,14524,2
21511,57554,10
10223,63607,3
10011,60335,3
51494,74571,15
18602,38707,2
1369,407,26
31926,61887,2
127980,32281,5
115760,70522,2
27952,43404,2
45399,88624,2
53527,56779,3
3603,3864,2
17256,9745,2
11236,127159,9
12344,5842,4
54703,64133,2
278,83273,12
48827,7462,2
31,74396,7
3991,88070,29
12934,44181,5
2476,41981,3
2712,59448,8
121981,1607,134
4336,97117,9
24329,49029,4
12608,62555,2
127980,49872,26
19581,56781,4
23649,55363,3
46562,60837,2
112312,9416,7
2848,6748,2
119324,84553,2
207,41,8
13519,32541,2
6142,7838,2
3768,49611,7
14310,59249,9
20055,76304,2
26939,57667,4
32957,46471,5
106363,164,14
108499,64925,2
131356,313,5
32604,77448,2
17004,3060,2
45109,70071,4
101845,115393,6
1903,9336,2
112998,2840,27
27917,44781,4
12153,7165,2
1119,225,9
139,77711,10
105583,1811,3
26495,7641,2
39502,77460,2
13712,3784,2
109219,81069,5
126562,15019,41
25740,62152,2
9036,9126,6
111,215,2
4516,8678,3
25953,4900,3
14082,95808,3
13638,52132,2
11527,123352,10
38957,97120,2
69676,95,84
21479,77915,2
103472,6830,2
45072,89901,2
128593,12875,2
119848,184,15
4450,55671,5
10650,9757,2
196,618,14
22969,25652,2
1844,5759,2
1219,162,16
107434,1655,8
68464,6958,2
1607,595,20
3399,3808,2
2388,574,17
39763,71298,5
158,711,36
100710,9942,6
1378,83273,8
23851,35817,3
2780,53692,143
8372,98807,2
72779,95596,5
47977,55155,6
124,407,3
8964,9473,10
17085,6550,4
1118,72210,93
3205,4511,2
626,6914,8
10277,14750,8
10584,3292,2
13345,79446,16
24034,97895,5
10473,66688,2
17523,7751,8
25254,26884,3
15222,62555,132
122703,24408,2
319,908,2
21749,68755,6
18014,5697,2
309,59729,6
4975,740,6
68,747,13
34904,3772,8
34059,65147,2
45435,69753,4
127571,56,33
71962,94563,10
9363,9363,232
45067,95069,3
176,484,2
119123,297,5
111996,36057,2
23581,43752,3
150,6393,2
3588,95601,3
25193,27424,2
100988,41682,3
121577,41745,10
100845,774,2
1002,45391,2
123358,36667,3
127980,23188,4
30,50573,5
72466,99473,9
24044,33406,3
23360,60711,3
2695,38753,9
14524,15713,20
1158,34919,3
572,99,18
27297,80760,2
1311,4678,3
102412,149,19
11832,3538,5
39018,57146,4
4632,95585,5
23514,3601,2
24420,6379,4
30515,70760,9
26997,62561,4
1782,226,4
39521,93135,3
12889,35841,6
24717,36856,5
13595,31477,2
20251,52,4
2402,54272,5
1037,361,5
77721,92410,6
11552,34501,3
28682,9303,2
86412,92896,2
28608,45925,2
16501,35886,2
39660,482,4
108938,21233,5
14668,40981,21
29001,8482,2
115027,15,7
35116,88754,2
16780,31907,2
2266,6135,6
18280,32733,2
110835,7691,3
32957,73636,10
131786,482,6
2097,6718,2
119322,29886,3
1037,69909,131
7536,7536,71
18746,3041,5
130941,28380,4
104076,52876,4
1591,3382,6
119673,7076,6
3167,57724,14
128593,38807,11
42734,83901,6
3075,3075,9
14262,27718,2
69676,93,91
114680,75674,4
1263,954,6
1648,7263,5
3530,55056,3
33058,393,8
11317,25252,3
14841,522,14
11766,2646,2
26344,35006,2
4268,69577,17
31475,91043,3
1523,41035,139
37,41035,176
19487,5387,7
101822,43679,5
104381,55065,3
65149,78484,2
23327,40761,2
263,62506,3
21866,91665,2
38803,47167,2
32989,9347,2
100025,112,31
14076,9630,3
16275,37229,2
2131,63318,3
27706,9699,2
3406,7971,3
121430,24327,4
5334,9110,2
3544,6598,8
82778,88304,2
2290,38397,4
53008,95,3
16170,4349,3
369,94692,35
11468,87863,4
40391,44882,2
2828,541,2
30712,73277,2
11799,35404,2
26744,95807,2
11456,94691,35
126138,28318,3
131166,89991,2
11573,80751,2
1369,1694,2
17282,66464,4
28654,4450,2
17919,37326,2
53905,80168,5
15505,19197,2
14656,8342,3
64925,67559,2
15319,1978,147
131589,82669,5
11837,16798,2
30750,97895,3
22945,38315,2
3216,3857,3
35575,63028,14
22006,84006,3
123554,8093,4
10836,72779,3
2583,565,11
107434,57198,2
14153,3196,2
31535,4045,6
73638,87637,8
1223,1259,6
32608,72131,24
10138,4301,2
119124,20325,2
1136,117324,3
68689,9610,10
31553,5867,80
131801,52584,3
15574,57895,7
119489,5468,8
10928,52134,2
37,45,33
49670,6083,2
103774,31554,3
104075,2651,5
1042,79162,3
133108,14030,3
15,16,9
3034,68689,11
14294,29591,2
119125,6505,19
2348,39660,7
30655,8504,5
1114,541,2
7118,8175,2
497,57724,14
52348,94563,4
305,86968,5
126791,74921,2
65646,70600,3
1021,1212,3
2138,44173,2
2369,502,4
10656,21468,23
18,287,10
39521,67046,3
41908,8587,2
35579,95819,2
133793,72219,2
41,72935,95
32681,93517,4
5290,84894,6
405,41870,3
1175,1536,2
31686,39738,2
2450,5802,2
56129,91281,3
49226,5668,7
23960,6997,3
21216,65564,3
2348,53906,3
407,72,12
46426,62436,12
15850,941,10
19276,38052,12
14163,46520,5
25948,5400,4
48141,69189,11
100160,1380,3
106988,7034,3
19047,8320,2
8054,8068,2
1205,126774,6
488,502,2
1224,7076,3
1787,21733,3
2415,7533,5
118942,9222,4
37660,5728,17
122526,65914,6
10230,26735,6
1398,328,2
119124,26744,4
35636,46484,2
122163,767,21
6470,877,5
124541,21760,5
14791,72466,2
3348,70980,6
4038,82444,14
11006,4013,13
76478,9080,2
1944,99472,4
118588,27297,2
116779,123,6
322,380,7
60885,63180,3
33416,38879,2
30180,33952,3
3343,79820,4
86831,95450,23
108322,541,20
12040,64310,3
28583,4242,2
21468,53961,3
126563,8971,2
53427,831,2
2502,46117,2
25788,44232,2
28415,83809,6
15387,64805,2
112998,48094,2
2533,8044,3
28718,67481,6
100730,28374,2
10954,2649,3
51499,73636,3
21470,4522,2
3779,43448,2
12414,32397,2
178,774,3
40166,63180,2
33304,4133,6
4988,49951,2
15889,5331,2
1645,5920,2
4599,87637,5
11529,54270,3
226,24205,7
36109,56232,3
38336,9875,3
1002,23956,3
88309,90232,2
16336,6530,6
17541,5355,2
103158,261,4
102414,1697,11
200,79820,3
113498,13547,7
2109,66817,2
13475,27448,2
2874,87763,6
1386,82445,3
5199,6484,2
16230,82554,3
123942,93503,2
16007,42188,5
100989,57615,2
3477,38336,2
50395,8307,2
1062,24548,2
30383,87636,2
42465,9212,3
3121,63864,2
126135,67690,17
4886,55717,2
21769,48031,2
1673,774,4
20459,7912,6
16493,60885,4
13756,26217,2
10958,3386,20
20948,30056,17
376,72552,29
1002,138,134
1607,61087,5
1219,88186,11
23515,6933,2
103328,81344,2
33889,83894,7
11577,20030,9
1878,426,14
106363,170,12
2030,29587,272
14363,5626,2
4275,5040,2
73,86964,30
3167,3305,2
12318,1337,2
1551,5870,2
111,77624,7
100845,1204,14
31720,62639,3
1509,27917,2
13744,4572,4
37508,5725,2
18016,95069,2
3497,70760,2
51461,80967,3
111195,17508,3
2247,5602,2
13785,8379,16
110021,22149,5
65147,67559,3
193,351,2
12889,70522,2
67324,8429,3
104075,3371,19
119489,606,4
115027,30316,16
123351,16007,10
13554,8762,2
27786,88624,6
15193,16030,2
32678,53847,3
124,55937,13
13075,50139,9
10056,37138,2
31,62506,4
217,23931,8
31806,4216,9
125113,163,21
17139,7355,3
137,15319,168
19565,56604,8
29483,4713,7
42502,98536,2
2149,4038,3
19305,241,11
20797,2240,17
11334,1693,2
1836,81236,3
12377,26502,2
103022,92150,2
14524,31544,2
4618,961,5
19342,289,204
167,9540,6
69909,72,16
36577,674,2
86832,99643,5
37840,57139,3
372,662,14
339,72463,31
20210,65564,3
1118,124,39
17530,33265,19
1152,17373,2
70468,9961,5
1547,82769,7
22926,37925,2
18924,49749,2
18387,20381,2
1519,694,7
12707,79527,2
22935,8620,8
110021,30543,4
1995,94816,24
9473,968,6
15573,53008,6
27021,43452,2
100027,1555,7
10247,39849,7
15984,37000,6
12781,4885,2
2667,91410,7
31365,56172,2
2864,9449,2
747,98,18
29840,37059,3
40167,48354,5
55468,67483,2
18221,19886,2
37503,73193,4
29926,72694,2
104842,241,3
49386,5832,4
547,82271,25
31659,33517,4
17280,50,5
2019,484,6
30097,9861,2
57949,99635,3
39922,70763,2
23322,5223,2
11138,246,156
460,4896,4
3144,46797,2
46427,59681,6
6647,75075,10
16741,83067,3
121405,14077,2
29680,97895,19
77448,9449,3
118588,78202,5
3957,4699,2
38053,86276,2
119675,64000,3
1429,264,2
1188,4683,9
7982,8828,4
23956,662,23
24766,7289,2
5897,66182,8
32989,35343,2
31451,90255,2
15685,21228,2
1695,7647,4
54166,622,168
3952,7592,2
17164,3457,9
122703,44181,2
1321,2557,2
14687,87762,7
18387,52080,10
514,79456,2
14791,61745,2
128811,6286,2
28336,65225,2
10608,59555,2
3255,3275,12
119124,37927,6
23960,83274,5
66252,91043,4
26892,38656,2
63098,7850,2
10346,114502,3
1939,86965,2
125744,14578,26
3293,9908,4
10361,27301,2
11806,16739,2
5145,52868,5
18185,6379,14
115760,81634,2
442,7573,5
2266,2786,6
4336,97119,5
22285,71965,3
60399,99774,4
101533,25017,2
24391,26440,7
126135,40981,12
119123,72935,16
4301,74482,3
26997,5867,2
120418,123142,4
3483,49189,20
22019,9003,3
105717,4563,5
2675,32800,2
38336,597,2
52495,60711,3
29029,8200,3
20535,39431,2
65226,87863,8
12242,87951,2
2814,5779,3
2565,26246,2
